[INFO]: current net device: eth0, ip: 172.28.0.131
[INFO]: paddle job envs:
POD_IP=job-11ee553228d6cd2ff9f0a9fbb9498e8a-trainer-0.job-11ee553228d6cd2ff9f0a9fbb9498e8a
PADDLE_PORT=12345
PADDLE_TRAINER_ID=0
PADDLE_TRAINERS_NUM=1
PADDLE_USE_CUDA=1
NCCL_SOCKET_IFNAME=eth0
PADDLE_IS_LOCAL=1
OUTPUT_PATH=/root/paddlejob/workspace/output
LOCAL_LOG_PATH=/root/paddlejob/workspace/log
LOCAL_MOUNT_PATH=/mnt/code_20210903091521,/mnt/datasets_20210903091522
JOB_ID=job-11ee553228d6cd2ff9f0a9fbb9498e8a
TRAINING_ROLE=TRAINER
[INFO]: user command: python run.py
[INFO]: start trainer
~/paddlejob/workspace/code /mnt
2021-09-03 14:38:55 [INFO]	[TRAIN] epoch: 63, iter: 23310/40000, loss: 0.6219, lr: 0.004554, batch_cost: 0.7931, reader_cost: 0.00022, ips: 2.5218 samples/sec | ETA 03:40:36
2021-09-03 14:39:03 [INFO]	[TRAIN] epoch: 63, iter: 23320/40000, loss: 0.6767, lr: 0.004551, batch_cost: 0.7902, reader_cost: 0.00023, ips: 2.5309 samples/sec | ETA 03:39:40
2021-09-03 14:39:11 [INFO]	[TRAIN] epoch: 63, iter: 23330/40000, loss: 0.6798, lr: 0.004549, batch_cost: 0.8011, reader_cost: 0.00022, ips: 2.4964 samples/sec | ETA 03:42:35
2021-09-03 14:39:19 [INFO]	[TRAIN] epoch: 63, iter: 23340/40000, loss: 0.6912, lr: 0.004546, batch_cost: 0.7991, reader_cost: 0.00022, ips: 2.5029 samples/sec | ETA 03:41:52
2021-09-03 14:39:27 [INFO]	[TRAIN] epoch: 63, iter: 23350/40000, loss: 0.6231, lr: 0.004544, batch_cost: 0.7990, reader_cost: 0.00022, ips: 2.5032 samples/sec | ETA 03:41:43
2021-09-03 14:39:35 [INFO]	[TRAIN] epoch: 63, iter: 23360/40000, loss: 0.6337, lr: 0.004542, batch_cost: 0.8125, reader_cost: 0.00022, ips: 2.4615 samples/sec | ETA 03:45:19
2021-09-03 14:39:44 [INFO]	[TRAIN] epoch: 63, iter: 23370/40000, loss: 0.6980, lr: 0.004539, batch_cost: 0.8014, reader_cost: 0.00022, ips: 2.4955 samples/sec | ETA 03:42:08
2021-09-03 14:39:52 [INFO]	[TRAIN] epoch: 63, iter: 23380/40000, loss: 0.7019, lr: 0.004537, batch_cost: 0.8007, reader_cost: 0.00022, ips: 2.4979 samples/sec | ETA 03:41:47
2021-09-03 14:40:00 [INFO]	[TRAIN] epoch: 63, iter: 23390/40000, loss: 0.6866, lr: 0.004534, batch_cost: 0.7992, reader_cost: 0.00022, ips: 2.5026 samples/sec | ETA 03:41:14
2021-09-03 14:40:08 [INFO]	[TRAIN] epoch: 63, iter: 23400/40000, loss: 0.6708, lr: 0.004532, batch_cost: 0.8000, reader_cost: 0.00022, ips: 2.4999 samples/sec | ETA 03:41:20
2021-09-03 14:40:15 [INFO]	[TRAIN] epoch: 63, iter: 23410/40000, loss: 0.6772, lr: 0.004529, batch_cost: 0.7961, reader_cost: 0.00023, ips: 2.5121 samples/sec | ETA 03:40:07
2021-09-03 14:40:23 [INFO]	[TRAIN] epoch: 63, iter: 23420/40000, loss: 0.6500, lr: 0.004527, batch_cost: 0.7904, reader_cost: 0.00022, ips: 2.5305 samples/sec | ETA 03:38:24
2021-09-03 14:40:31 [INFO]	[TRAIN] epoch: 63, iter: 23430/40000, loss: 0.5119, lr: 0.004524, batch_cost: 0.7847, reader_cost: 0.00016, ips: 2.5489 samples/sec | ETA 03:36:41
2021-09-03 14:40:43 [INFO]	[TRAIN] epoch: 64, iter: 23440/40000, loss: 0.6659, lr: 0.004522, batch_cost: 1.1342, reader_cost: 0.27837, ips: 1.7634 samples/sec | ETA 05:13:01
2021-09-03 14:40:51 [INFO]	[TRAIN] epoch: 64, iter: 23450/40000, loss: 0.6443, lr: 0.004519, batch_cost: 0.8095, reader_cost: 0.00033, ips: 2.4706 samples/sec | ETA 03:43:17
2021-09-03 14:40:59 [INFO]	[TRAIN] epoch: 64, iter: 23460/40000, loss: 0.6374, lr: 0.004517, batch_cost: 0.8251, reader_cost: 0.00047, ips: 2.4240 samples/sec | ETA 03:47:27
2021-09-03 14:41:07 [INFO]	[TRAIN] epoch: 64, iter: 23470/40000, loss: 0.5828, lr: 0.004515, batch_cost: 0.8042, reader_cost: 0.00022, ips: 2.4870 samples/sec | ETA 03:41:33
2021-09-03 14:41:15 [INFO]	[TRAIN] epoch: 64, iter: 23480/40000, loss: 0.6537, lr: 0.004512, batch_cost: 0.8092, reader_cost: 0.00022, ips: 2.4716 samples/sec | ETA 03:42:47
2021-09-03 14:41:23 [INFO]	[TRAIN] epoch: 64, iter: 23490/40000, loss: 0.5931, lr: 0.004510, batch_cost: 0.7977, reader_cost: 0.00022, ips: 2.5073 samples/sec | ETA 03:39:29
2021-09-03 14:41:32 [INFO]	[TRAIN] epoch: 64, iter: 23500/40000, loss: 0.6886, lr: 0.004507, batch_cost: 0.8772, reader_cost: 0.00021, ips: 2.2799 samples/sec | ETA 04:01:14
2021-09-03 14:41:40 [INFO]	[TRAIN] epoch: 64, iter: 23510/40000, loss: 0.6207, lr: 0.004505, batch_cost: 0.8022, reader_cost: 0.00021, ips: 2.4933 samples/sec | ETA 03:40:27
2021-09-03 14:41:48 [INFO]	[TRAIN] epoch: 64, iter: 23520/40000, loss: 0.6472, lr: 0.004502, batch_cost: 0.7996, reader_cost: 0.00021, ips: 2.5014 samples/sec | ETA 03:39:36
2021-09-03 14:41:56 [INFO]	[TRAIN] epoch: 64, iter: 23530/40000, loss: 0.5944, lr: 0.004500, batch_cost: 0.8002, reader_cost: 0.00020, ips: 2.4994 samples/sec | ETA 03:39:39
2021-09-03 14:42:04 [INFO]	[TRAIN] epoch: 64, iter: 23540/40000, loss: 0.6237, lr: 0.004497, batch_cost: 0.7953, reader_cost: 0.00020, ips: 2.5146 samples/sec | ETA 03:38:11
2021-09-03 14:42:12 [INFO]	[TRAIN] epoch: 64, iter: 23550/40000, loss: 0.6977, lr: 0.004495, batch_cost: 0.7972, reader_cost: 0.00021, ips: 2.5089 samples/sec | ETA 03:38:33
2021-09-03 14:42:20 [INFO]	[TRAIN] epoch: 64, iter: 23560/40000, loss: 0.6884, lr: 0.004492, batch_cost: 0.7907, reader_cost: 0.00021, ips: 2.5295 samples/sec | ETA 03:36:38
2021-09-03 14:42:28 [INFO]	[TRAIN] epoch: 64, iter: 23570/40000, loss: 0.6780, lr: 0.004490, batch_cost: 0.7922, reader_cost: 0.00021, ips: 2.5246 samples/sec | ETA 03:36:56
2021-09-03 14:42:36 [INFO]	[TRAIN] epoch: 64, iter: 23580/40000, loss: 0.5911, lr: 0.004488, batch_cost: 0.7934, reader_cost: 0.00021, ips: 2.5209 samples/sec | ETA 03:37:07
2021-09-03 14:42:44 [INFO]	[TRAIN] epoch: 64, iter: 23590/40000, loss: 0.6810, lr: 0.004485, batch_cost: 0.8069, reader_cost: 0.00023, ips: 2.4786 samples/sec | ETA 03:40:41
2021-09-03 14:42:52 [INFO]	[TRAIN] epoch: 64, iter: 23600/40000, loss: 0.5512, lr: 0.004483, batch_cost: 0.7991, reader_cost: 0.00023, ips: 2.5028 samples/sec | ETA 03:38:25
2021-09-03 14:42:59 [INFO]	[TRAIN] epoch: 64, iter: 23610/40000, loss: 0.6414, lr: 0.004480, batch_cost: 0.7914, reader_cost: 0.00023, ips: 2.5271 samples/sec | ETA 03:36:11
2021-09-03 14:43:07 [INFO]	[TRAIN] epoch: 64, iter: 23620/40000, loss: 0.6998, lr: 0.004478, batch_cost: 0.7973, reader_cost: 0.00022, ips: 2.5086 samples/sec | ETA 03:37:39
2021-09-03 14:43:15 [INFO]	[TRAIN] epoch: 64, iter: 23630/40000, loss: 0.6063, lr: 0.004475, batch_cost: 0.7917, reader_cost: 0.00023, ips: 2.5263 samples/sec | ETA 03:35:59
2021-09-03 14:43:23 [INFO]	[TRAIN] epoch: 64, iter: 23640/40000, loss: 0.5957, lr: 0.004473, batch_cost: 0.7962, reader_cost: 0.00022, ips: 2.5119 samples/sec | ETA 03:37:06
2021-09-03 14:43:31 [INFO]	[TRAIN] epoch: 64, iter: 23650/40000, loss: 0.6348, lr: 0.004470, batch_cost: 0.7910, reader_cost: 0.00023, ips: 2.5286 samples/sec | ETA 03:35:32
2021-09-03 14:43:39 [INFO]	[TRAIN] epoch: 64, iter: 23660/40000, loss: 0.6350, lr: 0.004468, batch_cost: 0.7967, reader_cost: 0.00022, ips: 2.5104 samples/sec | ETA 03:36:57
2021-09-03 14:43:47 [INFO]	[TRAIN] epoch: 64, iter: 23670/40000, loss: 0.6423, lr: 0.004465, batch_cost: 0.7961, reader_cost: 0.00021, ips: 2.5124 samples/sec | ETA 03:36:39
2021-09-03 14:43:55 [INFO]	[TRAIN] epoch: 64, iter: 23680/40000, loss: 0.6784, lr: 0.004463, batch_cost: 0.8049, reader_cost: 0.00021, ips: 2.4847 samples/sec | ETA 03:38:56
2021-09-03 14:44:03 [INFO]	[TRAIN] epoch: 64, iter: 23690/40000, loss: 0.6514, lr: 0.004460, batch_cost: 0.7991, reader_cost: 0.00022, ips: 2.5029 samples/sec | ETA 03:37:12
2021-09-03 14:44:11 [INFO]	[TRAIN] epoch: 64, iter: 23700/40000, loss: 0.6499, lr: 0.004458, batch_cost: 0.7957, reader_cost: 0.00022, ips: 2.5136 samples/sec | ETA 03:36:09
2021-09-03 14:44:19 [INFO]	[TRAIN] epoch: 64, iter: 23710/40000, loss: 0.6409, lr: 0.004456, batch_cost: 0.7976, reader_cost: 0.00022, ips: 2.5076 samples/sec | ETA 03:36:32
2021-09-03 14:44:27 [INFO]	[TRAIN] epoch: 64, iter: 23720/40000, loss: 0.6003, lr: 0.004453, batch_cost: 0.7996, reader_cost: 0.00022, ips: 2.5014 samples/sec | ETA 03:36:56
2021-09-03 14:44:35 [INFO]	[TRAIN] epoch: 64, iter: 23730/40000, loss: 0.6367, lr: 0.004451, batch_cost: 0.7934, reader_cost: 0.00022, ips: 2.5207 samples/sec | ETA 03:35:09
2021-09-03 14:44:43 [INFO]	[TRAIN] epoch: 64, iter: 23740/40000, loss: 0.5871, lr: 0.004448, batch_cost: 0.7955, reader_cost: 0.00023, ips: 2.5142 samples/sec | ETA 03:35:34
2021-09-03 14:44:51 [INFO]	[TRAIN] epoch: 64, iter: 23750/40000, loss: 0.6094, lr: 0.004446, batch_cost: 0.7999, reader_cost: 0.00022, ips: 2.5003 samples/sec | ETA 03:36:38
2021-09-03 14:44:59 [INFO]	[TRAIN] epoch: 64, iter: 23760/40000, loss: 0.6597, lr: 0.004443, batch_cost: 0.7880, reader_cost: 0.00022, ips: 2.5380 samples/sec | ETA 03:33:17
2021-09-03 14:45:07 [INFO]	[TRAIN] epoch: 64, iter: 23770/40000, loss: 0.6146, lr: 0.004441, batch_cost: 0.7936, reader_cost: 0.00022, ips: 2.5201 samples/sec | ETA 03:34:40
2021-09-03 14:45:15 [INFO]	[TRAIN] epoch: 64, iter: 23780/40000, loss: 0.5888, lr: 0.004438, batch_cost: 0.7991, reader_cost: 0.00024, ips: 2.5027 samples/sec | ETA 03:36:02
2021-09-03 14:45:23 [INFO]	[TRAIN] epoch: 64, iter: 23790/40000, loss: 0.6560, lr: 0.004436, batch_cost: 0.7957, reader_cost: 0.00023, ips: 2.5137 samples/sec | ETA 03:34:57
2021-09-03 14:45:31 [INFO]	[TRAIN] epoch: 64, iter: 23800/40000, loss: 0.5721, lr: 0.004433, batch_cost: 0.7860, reader_cost: 0.00019, ips: 2.5446 samples/sec | ETA 03:32:13
2021-09-03 14:45:42 [INFO]	[TRAIN] epoch: 65, iter: 23810/40000, loss: 0.6918, lr: 0.004431, batch_cost: 1.1385, reader_cost: 0.25240, ips: 1.7566 samples/sec | ETA 05:07:12
2021-09-03 14:45:50 [INFO]	[TRAIN] epoch: 65, iter: 23820/40000, loss: 0.6759, lr: 0.004428, batch_cost: 0.8409, reader_cost: 0.00036, ips: 2.3784 samples/sec | ETA 03:46:45
2021-09-03 14:45:58 [INFO]	[TRAIN] epoch: 65, iter: 23830/40000, loss: 0.7149, lr: 0.004426, batch_cost: 0.7893, reader_cost: 0.00022, ips: 2.5339 samples/sec | ETA 03:32:42
2021-09-03 14:46:06 [INFO]	[TRAIN] epoch: 65, iter: 23840/40000, loss: 0.6432, lr: 0.004424, batch_cost: 0.7991, reader_cost: 0.00021, ips: 2.5029 samples/sec | ETA 03:35:13
2021-09-03 14:46:14 [INFO]	[TRAIN] epoch: 65, iter: 23850/40000, loss: 0.6673, lr: 0.004421, batch_cost: 0.7988, reader_cost: 0.00021, ips: 2.5037 samples/sec | ETA 03:35:00
2021-09-03 14:46:22 [INFO]	[TRAIN] epoch: 65, iter: 23860/40000, loss: 0.6966, lr: 0.004419, batch_cost: 0.7949, reader_cost: 0.00022, ips: 2.5162 samples/sec | ETA 03:33:48
2021-09-03 14:46:30 [INFO]	[TRAIN] epoch: 65, iter: 23870/40000, loss: 0.6560, lr: 0.004416, batch_cost: 0.7943, reader_cost: 0.00022, ips: 2.5180 samples/sec | ETA 03:33:31
2021-09-03 14:46:38 [INFO]	[TRAIN] epoch: 65, iter: 23880/40000, loss: 0.6269, lr: 0.004414, batch_cost: 0.8012, reader_cost: 0.00022, ips: 2.4963 samples/sec | ETA 03:35:15
2021-09-03 14:46:46 [INFO]	[TRAIN] epoch: 65, iter: 23890/40000, loss: 0.6498, lr: 0.004411, batch_cost: 0.8036, reader_cost: 0.00023, ips: 2.4889 samples/sec | ETA 03:35:45
2021-09-03 14:46:54 [INFO]	[TRAIN] epoch: 65, iter: 23900/40000, loss: 0.6582, lr: 0.004409, batch_cost: 0.7978, reader_cost: 0.00022, ips: 2.5069 samples/sec | ETA 03:34:04
2021-09-03 14:47:02 [INFO]	[TRAIN] epoch: 65, iter: 23910/40000, loss: 0.6440, lr: 0.004406, batch_cost: 0.7955, reader_cost: 0.00022, ips: 2.5140 samples/sec | ETA 03:33:20
2021-09-03 14:47:10 [INFO]	[TRAIN] epoch: 65, iter: 23920/40000, loss: 0.6249, lr: 0.004404, batch_cost: 0.8049, reader_cost: 0.00022, ips: 2.4847 samples/sec | ETA 03:35:43
2021-09-03 14:47:18 [INFO]	[TRAIN] epoch: 65, iter: 23930/40000, loss: 0.5082, lr: 0.004401, batch_cost: 0.7967, reader_cost: 0.00022, ips: 2.5105 samples/sec | ETA 03:33:22
2021-09-03 14:47:26 [INFO]	[TRAIN] epoch: 65, iter: 23940/40000, loss: 0.6102, lr: 0.004399, batch_cost: 0.8029, reader_cost: 0.00021, ips: 2.4910 samples/sec | ETA 03:34:54
2021-09-03 14:47:34 [INFO]	[TRAIN] epoch: 65, iter: 23950/40000, loss: 0.5806, lr: 0.004396, batch_cost: 0.7970, reader_cost: 0.00021, ips: 2.5094 samples/sec | ETA 03:33:12
2021-09-03 14:47:42 [INFO]	[TRAIN] epoch: 65, iter: 23960/40000, loss: 0.6949, lr: 0.004394, batch_cost: 0.7927, reader_cost: 0.00022, ips: 2.5231 samples/sec | ETA 03:31:54
2021-09-03 14:47:50 [INFO]	[TRAIN] epoch: 65, iter: 23970/40000, loss: 0.6274, lr: 0.004391, batch_cost: 0.8007, reader_cost: 0.00021, ips: 2.4978 samples/sec | ETA 03:33:55
2021-09-03 14:47:58 [INFO]	[TRAIN] epoch: 65, iter: 23980/40000, loss: 0.6142, lr: 0.004389, batch_cost: 0.8099, reader_cost: 0.00021, ips: 2.4695 samples/sec | ETA 03:36:14
2021-09-03 14:48:06 [INFO]	[TRAIN] epoch: 65, iter: 23990/40000, loss: 0.6152, lr: 0.004387, batch_cost: 0.8013, reader_cost: 0.00021, ips: 2.4959 samples/sec | ETA 03:33:49
2021-09-03 14:48:14 [INFO]	[TRAIN] epoch: 65, iter: 24000/40000, loss: 0.6353, lr: 0.004384, batch_cost: 0.7954, reader_cost: 0.00022, ips: 2.5143 samples/sec | ETA 03:32:07
2021-09-03 14:48:14 [INFO]	Start evaluating (total_samples: 500, total_iters: 125)...
125/125 - 28s - batch_cost: 0.2276 - reader cost: 0.0037
2021-09-03 14:48:43 [INFO]	[EVAL] #Images: 500 mIoU: 0.7930 Acc: 0.9638 Kappa: 0.9531 
2021-09-03 14:48:43 [INFO]	[EVAL] Class IoU: 
[0.9825 0.8615 0.9315 0.5618 0.6277 0.6938 0.7459 0.8216 0.9286 0.6689
 0.9489 0.8478 0.6597 0.9538 0.81   0.8777 0.7084 0.646  0.7916]
2021-09-03 14:48:43 [INFO]	[EVAL] Class Acc: 
[0.993  0.921  0.9623 0.8084 0.8016 0.7938 0.844  0.8932 0.9591 0.8466
 0.9677 0.9088 0.7959 0.9796 0.878  0.9214 0.8957 0.7782 0.8966]
2021-09-03 14:48:47 [INFO]	[EVAL] The model with the best validation mIoU (0.7930) was saved at iter 24000.
2021-09-03 14:48:55 [INFO]	[TRAIN] epoch: 65, iter: 24010/40000, loss: 0.6724, lr: 0.004382, batch_cost: 0.8387, reader_cost: 0.00032, ips: 2.3846 samples/sec | ETA 03:43:30
2021-09-03 14:49:03 [INFO]	[TRAIN] epoch: 65, iter: 24020/40000, loss: 0.6950, lr: 0.004379, batch_cost: 0.7930, reader_cost: 0.00022, ips: 2.5222 samples/sec | ETA 03:31:11
2021-09-03 14:49:11 [INFO]	[TRAIN] epoch: 65, iter: 24030/40000, loss: 0.6109, lr: 0.004377, batch_cost: 0.7953, reader_cost: 0.00022, ips: 2.5147 samples/sec | ETA 03:31:41
2021-09-03 14:49:19 [INFO]	[TRAIN] epoch: 65, iter: 24040/40000, loss: 0.7465, lr: 0.004374, batch_cost: 0.7984, reader_cost: 0.00023, ips: 2.5051 samples/sec | ETA 03:32:22
2021-09-03 14:49:27 [INFO]	[TRAIN] epoch: 65, iter: 24050/40000, loss: 0.7483, lr: 0.004372, batch_cost: 0.7968, reader_cost: 0.00021, ips: 2.5099 samples/sec | ETA 03:31:49
2021-09-03 14:49:35 [INFO]	[TRAIN] epoch: 65, iter: 24060/40000, loss: 0.6804, lr: 0.004369, batch_cost: 0.7979, reader_cost: 0.00021, ips: 2.5065 samples/sec | ETA 03:31:59
2021-09-03 14:49:43 [INFO]	[TRAIN] epoch: 65, iter: 24070/40000, loss: 0.6113, lr: 0.004367, batch_cost: 0.7994, reader_cost: 0.00021, ips: 2.5019 samples/sec | ETA 03:32:14
2021-09-03 14:49:51 [INFO]	[TRAIN] epoch: 65, iter: 24080/40000, loss: 0.7175, lr: 0.004364, batch_cost: 0.7926, reader_cost: 0.00021, ips: 2.5234 samples/sec | ETA 03:30:17
2021-09-03 14:49:59 [INFO]	[TRAIN] epoch: 65, iter: 24090/40000, loss: 0.6614, lr: 0.004362, batch_cost: 0.7970, reader_cost: 0.00022, ips: 2.5094 samples/sec | ETA 03:31:20
2021-09-03 14:50:07 [INFO]	[TRAIN] epoch: 65, iter: 24100/40000, loss: 0.6751, lr: 0.004359, batch_cost: 0.7943, reader_cost: 0.00022, ips: 2.5180 samples/sec | ETA 03:30:28
2021-09-03 14:50:15 [INFO]	[TRAIN] epoch: 65, iter: 24110/40000, loss: 0.5720, lr: 0.004357, batch_cost: 0.7986, reader_cost: 0.00023, ips: 2.5043 samples/sec | ETA 03:31:30
2021-09-03 14:50:23 [INFO]	[TRAIN] epoch: 65, iter: 24120/40000, loss: 0.6872, lr: 0.004354, batch_cost: 0.8358, reader_cost: 0.00022, ips: 2.3929 samples/sec | ETA 03:41:12
2021-09-03 14:50:31 [INFO]	[TRAIN] epoch: 65, iter: 24130/40000, loss: 0.7546, lr: 0.004352, batch_cost: 0.8148, reader_cost: 0.00022, ips: 2.4547 samples/sec | ETA 03:35:30
2021-09-03 14:50:39 [INFO]	[TRAIN] epoch: 65, iter: 24140/40000, loss: 0.6588, lr: 0.004350, batch_cost: 0.8007, reader_cost: 0.00021, ips: 2.4977 samples/sec | ETA 03:31:39
2021-09-03 14:50:47 [INFO]	[TRAIN] epoch: 65, iter: 24150/40000, loss: 0.6343, lr: 0.004347, batch_cost: 0.7959, reader_cost: 0.00021, ips: 2.5129 samples/sec | ETA 03:30:15
2021-09-03 14:50:55 [INFO]	[TRAIN] epoch: 65, iter: 24160/40000, loss: 0.6383, lr: 0.004345, batch_cost: 0.7885, reader_cost: 0.00021, ips: 2.5364 samples/sec | ETA 03:28:10
2021-09-03 14:51:03 [INFO]	[TRAIN] epoch: 65, iter: 24170/40000, loss: 0.6145, lr: 0.004342, batch_cost: 0.7901, reader_cost: 0.00031, ips: 2.5314 samples/sec | ETA 03:28:26
2021-09-03 14:51:11 [INFO]	[TRAIN] epoch: 65, iter: 24180/40000, loss: 0.6136, lr: 0.004340, batch_cost: 0.7789, reader_cost: 0.00016, ips: 2.5676 samples/sec | ETA 03:25:22
2021-09-03 14:51:22 [INFO]	[TRAIN] epoch: 66, iter: 24190/40000, loss: 0.6413, lr: 0.004337, batch_cost: 1.1472, reader_cost: 0.29145, ips: 1.7434 samples/sec | ETA 05:02:16
2021-09-03 14:51:30 [INFO]	[TRAIN] epoch: 66, iter: 24200/40000, loss: 0.6695, lr: 0.004335, batch_cost: 0.8129, reader_cost: 0.00034, ips: 2.4603 samples/sec | ETA 03:34:03
2021-09-03 14:51:38 [INFO]	[TRAIN] epoch: 66, iter: 24210/40000, loss: 0.6626, lr: 0.004332, batch_cost: 0.7994, reader_cost: 0.00021, ips: 2.5018 samples/sec | ETA 03:30:23
2021-09-03 14:51:47 [INFO]	[TRAIN] epoch: 66, iter: 24220/40000, loss: 0.6156, lr: 0.004330, batch_cost: 0.8049, reader_cost: 0.00021, ips: 2.4848 samples/sec | ETA 03:31:41
2021-09-03 14:51:55 [INFO]	[TRAIN] epoch: 66, iter: 24230/40000, loss: 0.6352, lr: 0.004327, batch_cost: 0.7986, reader_cost: 0.00022, ips: 2.5044 samples/sec | ETA 03:29:53
2021-09-03 14:52:02 [INFO]	[TRAIN] epoch: 66, iter: 24240/40000, loss: 0.7033, lr: 0.004325, batch_cost: 0.7972, reader_cost: 0.00023, ips: 2.5087 samples/sec | ETA 03:29:24
2021-09-03 14:52:10 [INFO]	[TRAIN] epoch: 66, iter: 24250/40000, loss: 0.6853, lr: 0.004322, batch_cost: 0.7970, reader_cost: 0.00023, ips: 2.5095 samples/sec | ETA 03:29:12
2021-09-03 14:52:18 [INFO]	[TRAIN] epoch: 66, iter: 24260/40000, loss: 0.6440, lr: 0.004320, batch_cost: 0.7990, reader_cost: 0.00022, ips: 2.5033 samples/sec | ETA 03:29:35
2021-09-03 14:52:27 [INFO]	[TRAIN] epoch: 66, iter: 24270/40000, loss: 0.5772, lr: 0.004317, batch_cost: 0.8114, reader_cost: 0.00022, ips: 2.4649 samples/sec | ETA 03:32:43
2021-09-03 14:52:35 [INFO]	[TRAIN] epoch: 66, iter: 24280/40000, loss: 0.6422, lr: 0.004315, batch_cost: 0.7978, reader_cost: 0.00022, ips: 2.5070 samples/sec | ETA 03:29:01
2021-09-03 14:52:42 [INFO]	[TRAIN] epoch: 66, iter: 24290/40000, loss: 0.6221, lr: 0.004313, batch_cost: 0.7925, reader_cost: 0.00022, ips: 2.5235 samples/sec | ETA 03:27:30
2021-09-03 14:52:50 [INFO]	[TRAIN] epoch: 66, iter: 24300/40000, loss: 0.6005, lr: 0.004310, batch_cost: 0.8014, reader_cost: 0.00022, ips: 2.4958 samples/sec | ETA 03:29:41
2021-09-03 14:52:58 [INFO]	[TRAIN] epoch: 66, iter: 24310/40000, loss: 0.6244, lr: 0.004308, batch_cost: 0.7950, reader_cost: 0.00025, ips: 2.5156 samples/sec | ETA 03:27:54
2021-09-03 14:53:06 [INFO]	[TRAIN] epoch: 66, iter: 24320/40000, loss: 0.6067, lr: 0.004305, batch_cost: 0.7913, reader_cost: 0.00024, ips: 2.5275 samples/sec | ETA 03:26:47
2021-09-03 14:53:14 [INFO]	[TRAIN] epoch: 66, iter: 24330/40000, loss: 0.7745, lr: 0.004303, batch_cost: 0.7984, reader_cost: 0.00024, ips: 2.5051 samples/sec | ETA 03:28:30
2021-09-03 14:53:22 [INFO]	[TRAIN] epoch: 66, iter: 24340/40000, loss: 0.7161, lr: 0.004300, batch_cost: 0.7987, reader_cost: 0.00024, ips: 2.5041 samples/sec | ETA 03:28:27
2021-09-03 14:53:30 [INFO]	[TRAIN] epoch: 66, iter: 24350/40000, loss: 0.6240, lr: 0.004298, batch_cost: 0.7995, reader_cost: 0.00024, ips: 2.5014 samples/sec | ETA 03:28:32
2021-09-03 14:53:38 [INFO]	[TRAIN] epoch: 66, iter: 24360/40000, loss: 0.6763, lr: 0.004295, batch_cost: 0.8046, reader_cost: 0.00025, ips: 2.4857 samples/sec | ETA 03:29:43
2021-09-03 14:53:46 [INFO]	[TRAIN] epoch: 66, iter: 24370/40000, loss: 0.5986, lr: 0.004293, batch_cost: 0.7987, reader_cost: 0.00024, ips: 2.5042 samples/sec | ETA 03:28:03
2021-09-03 14:53:55 [INFO]	[TRAIN] epoch: 66, iter: 24380/40000, loss: 0.6611, lr: 0.004290, batch_cost: 0.8155, reader_cost: 0.00024, ips: 2.4526 samples/sec | ETA 03:32:17
2021-09-03 14:54:02 [INFO]	[TRAIN] epoch: 66, iter: 24390/40000, loss: 0.7375, lr: 0.004288, batch_cost: 0.7965, reader_cost: 0.00024, ips: 2.5111 samples/sec | ETA 03:27:12
2021-09-03 14:54:10 [INFO]	[TRAIN] epoch: 66, iter: 24400/40000, loss: 0.6481, lr: 0.004285, batch_cost: 0.8007, reader_cost: 0.00024, ips: 2.4978 samples/sec | ETA 03:28:11
2021-09-03 14:54:18 [INFO]	[TRAIN] epoch: 66, iter: 24410/40000, loss: 0.6715, lr: 0.004283, batch_cost: 0.7942, reader_cost: 0.00025, ips: 2.5182 samples/sec | ETA 03:26:21
2021-09-03 14:54:26 [INFO]	[TRAIN] epoch: 66, iter: 24420/40000, loss: 0.6749, lr: 0.004280, batch_cost: 0.8043, reader_cost: 0.00025, ips: 2.4867 samples/sec | ETA 03:28:50
2021-09-03 14:54:35 [INFO]	[TRAIN] epoch: 66, iter: 24430/40000, loss: 0.6749, lr: 0.004278, batch_cost: 0.8457, reader_cost: 0.00024, ips: 2.3650 samples/sec | ETA 03:39:27
2021-09-03 14:54:43 [INFO]	[TRAIN] epoch: 66, iter: 24440/40000, loss: 0.6879, lr: 0.004275, batch_cost: 0.8096, reader_cost: 0.00024, ips: 2.4703 samples/sec | ETA 03:29:57
2021-09-03 14:54:51 [INFO]	[TRAIN] epoch: 66, iter: 24450/40000, loss: 0.7098, lr: 0.004273, batch_cost: 0.7914, reader_cost: 0.00024, ips: 2.5270 samples/sec | ETA 03:25:06
2021-09-03 14:54:59 [INFO]	[TRAIN] epoch: 66, iter: 24460/40000, loss: 0.6429, lr: 0.004270, batch_cost: 0.7978, reader_cost: 0.00024, ips: 2.5068 samples/sec | ETA 03:26:38
2021-09-03 14:55:07 [INFO]	[TRAIN] epoch: 66, iter: 24470/40000, loss: 0.6311, lr: 0.004268, batch_cost: 0.8083, reader_cost: 0.00023, ips: 2.4745 samples/sec | ETA 03:29:12
2021-09-03 14:55:15 [INFO]	[TRAIN] epoch: 66, iter: 24480/40000, loss: 0.6265, lr: 0.004266, batch_cost: 0.7981, reader_cost: 0.00021, ips: 2.5061 samples/sec | ETA 03:26:25
2021-09-03 14:55:23 [INFO]	[TRAIN] epoch: 66, iter: 24490/40000, loss: 0.6408, lr: 0.004263, batch_cost: 0.8007, reader_cost: 0.00024, ips: 2.4977 samples/sec | ETA 03:26:59
